#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,New
Haematospirillum jordaniae,Bacteria;Proteobacteria;Alphaproteobacteria,H5569,SAMN04456661,PRJNA310863,GCA_001611975.1,Complete,2.46762,55.474,chromosome:NZ_CP014525.1/CP014525.1; plasmid unnamed 1:NZ_CP014526.1/CP014526.1; plasmid unnamed 2:NZ_CP014527.1/CP014527.1,,3,2196,2016-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/975/GCA_001611975.1_ASM161197v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/975/GCF_001611975.1_ASM161197v1,x
Defluviimonas alba,Bacteria;Proteobacteria;Alphaproteobacteria,cai42,SAMN03956960,PRJNA291966,GCA_001620265.1,Complete,4.98761,66.5215,chromosome:NZ_CP012661.1/CP012661.1; plasmid cai42_plasmidA:NZ_CP012662.1/CP012662.1; plasmid cai42_plasmidB:NZ_CP012663.1/CP012663.1; plasmid cai42_plasmidC:NZ_CP012664.1/CP012664.1,,4,4340,2016-04-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/265/GCA_001620265.1_ASM162026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/265/GCF_001620265.1_ASM162026v1,x
Erythrobacter atlanticus,Bacteria;Proteobacteria;Alphaproteobacteria,s21-N3,SAMN03565637,PRJNA241282,GCA_001077815.2,Complete,3.22636,58.3525,chromosome:NZ_CP011310.1/CP011310.1; plasmid unnamed:NZ_CP015441.1/CP015441.1,,2,3031,2015-07-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/815/GCA_001077815.2_ASM107781v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/815/GCF_001077815.2_ASM107781v2,x
Azospirillum humicireducens,Bacteria;Proteobacteria;Alphaproteobacteria,SgZ-5,SAMN04858219,PRJNA318554,GCA_001639105.2, Chromosome,6.8627,67.4979,chromosome:NZ_CP015285.1/CP015285.1; plasmid pYZ1:NZ_CP028902.1/CP028902.1; plasmid pYZ2:NZ_CP028903.1/CP028903.1; plasmid pYZ3:NZ_CP028904.1/CP028904.1; plasmid pYZ4:NZ_CP028905.1/CP028905.1; plasmid pYZ5:NZ_CP028906.1/CP028906.1; plasmid pYZ6:NZ_CP028907.1/CP028907.1,,7,5853,2016-05-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/105/GCA_001639105.2_ASM163910v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/105/GCF_001639105.2_ASM163910v2,x
Ochrobactrum pseudogrignonense,Bacteria;Proteobacteria;Alphaproteobacteria,K8,SAMN04994838,PRJNA321461,GCA_001652485.1,Complete,4.9928,53.7131,chromosome 1:NZ_CP015775.1/CP015775.1; chromosome 2:NZ_CP015776.1/CP015776.1,,2,4534,2016-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/485/GCA_001652485.1_ASM165248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/485/GCF_001652485.1_ASM165248v1,x
Croceicoccus marinus,Bacteria;Proteobacteria;Alphaproteobacteria,E4A9,SAMN05176185,PRJNA322659,GCA_001661675.2,Complete,4.10919,64.5058,chromosome:NZ_CP019602.1/CP019602.1; plasmid pCME4A9I:NZ_CP019603.1/CP019603.1; plasmid pCME4A9II:NZ_CP019604.1/CP019604.1,,3,3702,2017-01-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/675/GCA_001661675.2_ASM166167v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/675/GCF_001661675.2_ASM166167v2,x
Altererythrobacter ishigakiensis,Bacteria;Proteobacteria;Alphaproteobacteria,NBRC 107699,SAMN04870883,PRJNA319016,GCA_001663155.1,Complete,2.67398,56.9,chromosome:NZ_CP015963.1/CP015963.1,,1,2528,2016-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/155/GCA_001663155.1_ASM166315v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/155/GCF_001663155.1_ASM166315v1,x
Porphyrobacter neustonensis,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 9434,SAMN05176187,PRJNA322640,GCA_001663175.1,Complete,3.09036,65.3,chromosome:NZ_CP016033.1/CP016033.1,,1,2819,2016-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/175/GCA_001663175.1_ASM166317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/175/GCF_001663175.1_ASM166317v1,x
Altererythrobacter namhicola,Bacteria;Proteobacteria;Alphaproteobacteria,JCM 16345,SAMN04870533,PRJNA319016,GCA_001687545.1,Complete,2.59168,65,chromosome:NZ_CP016545.1/CP016545.1,,1,2504,2016-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/545/GCA_001687545.1_ASM168754v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/545/GCF_001687545.1_ASM168754v1,x
Bradyrhizobium icense,Bacteria;Proteobacteria;Alphaproteobacteria,LMTR 13,SAMN05230120,PRJNA325367,GCA_001693385.1,Complete,8.32277,62,chromosome:NZ_CP016428.1/CP016428.1,,1,7384,2016-07-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1,x
Bradyrhizobium paxllaeri,Bacteria;Proteobacteria;Alphaproteobacteria,LMTR 21,SAMN05230119,PRJNA325366,GCA_001693515.2,Complete,8.37772,62.5,chromosome:NZ_CP042968.1/CP042968.1,,1,7539,2019-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/515/GCA_001693515.2_ASM169351v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2,x
Stappia indica,Bacteria;Proteobacteria;Alphaproteobacteria,PHM037,SAMN13341662,PRJNA587233,GCA_009789575.1,Complete,5.11676,67.3,chromosome:NZ_CP046908.1/CP046908.1,,1,4562,2019-12-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/789/575/GCA_009789575.1_ASM978957v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/789/575/GCF_009789575.1_ASM978957v1,x
Altererythrobacter dongtanensis,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 22672,SAMN04870882,PRJNA319016,GCA_001698205.1,Complete,3.00949,65.8,chromosome:NZ_CP016591.1/CP016591.1,,1,2865,2016-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/205/GCA_001698205.1_ASM169820v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/205/GCF_001698205.1_ASM169820v1,x
Rhizobium favelukesii,Bacteria;Proteobacteria;Alphaproteobacteria,LPU83,SAMEA3138925,PRJEB4920,GCA_000577275.2, Chromosome,7.56965,59.5503,chromosome:NZ_HG916852.1/HG916852.1; plasmid pLPU83b:NZ_CBYB000000000.1/CBYB000000000.1; plasmid II:NZ_HG916853.1/HG916853.1; plasmid IV:NZ_HG916854.1/HG916854.1; plasmid V:NZ_HG916855.1/HG916855.1,CBYB01,62,7270,2014-02-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/275/GCA_000577275.2_LPU83,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/577/275/GCF_000577275.2_LPU83,x
Sphingomonas panacis,Bacteria;Proteobacteria;Alphaproteobacteria,DCY99,SAMN04417200,PRJNA308882,GCA_001717955.1,Complete,5.32294,65.5201,chromosome:NZ_CP014168.1/CP014168.1; plasmid unnamed:NZ_CP014169.1/CP014169.1,,2,4780,2016-09-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/955/GCA_001717955.1_ASM171795v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/955/GCF_001717955.1_ASM171795v1,x
Bradyrhizobium ottawaense,Bacteria;Proteobacteria;Alphaproteobacteria,OO99,SAMN07448707,PRJNA397101,GCA_002278135.2,Complete,8.60633,63.8,chromosome:NZ_CP029425.1/CP029425.1,,1,7611,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/135/GCA_002278135.2_ASM227813v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/135/GCF_002278135.2_ASM227813v2,x
Yangia pacifica,Bacteria;Proteobacteria;Alphaproteobacteria,YSBP01,SAMN07267287,PRJNA391383,GCA_003111685.1,Complete,5.16597,66.5328,chromosome 1:NZ_CP022189.1/CP022189.1; chromosome 2:NZ_CP022190.1/CP022190.1; plasmid unnamed1:NZ_CP022191.1/CP022191.1; plasmid unnamed2:NZ_CP022192.1/CP022192.1; plasmid unnamed3:NZ_CP022193.1/CP022193.1; plasmid unnamed4:NZ_CP022194.1/CP022194.1; plasmid unnamed5:NZ_CP022195.1/CP022195.1,,7,4717,2018-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/685/GCA_003111685.1_ASM311168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/111/685/GCF_003111685.1_ASM311168v1,x
Bradyrhizobium canariense,Bacteria;Proteobacteria;Alphaproteobacteria,GAS369,SAMN05444158,PRJEB16424,GCA_900105125.1, Chromosome,7.84204,60.9,chromosome I:NZ_LT629750.1/LT629750.1,,1,7196,2016-10-20T23:57:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/125/GCA_900105125.1_IMG-taxon_2693430033_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/125/GCF_900105125.1_IMG-taxon_2693430033_annotated_assembly,x
Bradyrhizobium erythrophlei,Bacteria;Proteobacteria;Alphaproteobacteria,GAS401,SAMN05444170,PRJEB18408,GCA_900142985.1, Chromosome,7.52522,61.2,chromosome I:NZ_LT670849.1/LT670849.1,,1,6947,2016-12-02T23:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/985/GCA_900142985.1_IMG-taxon_2695420919_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/985/GCF_900142985.1_IMG-taxon_2695420919_annotated_assembly,x
Rhodobaca barguzinensis,Bacteria;Proteobacteria;Alphaproteobacteria,alga05,SAMN05717329,PRJNA341262,GCA_001870665.2,Complete,3.89942,59,chromosome:NZ_CP024899.1/CP024899.1,,1,3583,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/665/GCA_001870665.2_ASM187066v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2,x
Anaplasma ovis str. Haibei,Bacteria;Proteobacteria;Alphaproteobacteria,Haibei,SAMN02739299,PRJNA178515,GCA_002214625.2,Complete,1.21467,48.9,chromosome:NZ_CP015994.1/CP015994.2,,1,913,2017-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/625/GCA_002214625.2_ASM221462v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/625/GCF_002214625.1_ASM221462v2,x
Wolbachia endosymbiont of Folsomia candida,Bacteria;Proteobacteria;Alphaproteobacteria,Berlin,SAMN04229547,PRJNA300838,GCA_001931755.2,Complete,1.80163,34.4,chromosome:NZ_CP015510.2/CP015510.2,,1,1540,2017-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/755/GCA_001931755.2_ASM193175v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/755/GCF_001931755.2_ASM193175v2,x
Bartonella apis,Bacteria;Proteobacteria;Alphaproteobacteria,BBC0122,SAMN04505061,PRJNA312661,GCA_002007565.1,Complete,2.90721,45.7,chromosome:NZ_CP015625.1/CP015625.1,,1,2328,2017-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/565/GCA_002007565.1_ASM200756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/565/GCF_002007565.1_ASM200756v1,x
Tateyamaria omphalii,Bacteria;Proteobacteria;Alphaproteobacteria,DOK1-4,SAMN06234538,PRJNA361516,GCA_001969365.1,Complete,4.31546,61.9801,chromosome:NZ_CP019312.1/CP019312.1; plasmid pDOK1-4-1:NZ_CP019313.1/CP019313.1; plasmid pDOK1-4-2:NZ_CP019314.1/CP019314.1; plasmid pDOK1-4-3:NZ_CP019315.1/CP019315.1; plasmid pDOK1-4-4:NZ_CP019316.1/CP019316.1; plasmid pDOK1-4-5:NZ_CP019317.1/CP019317.1; plasmid pDOK1-4-6:NZ_CP019318.1/CP019318.1; plasmid pDOK1-4-7:NZ_CP019319.1/CP019319.1,,8,4128,2017-01-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/365/GCA_001969365.1_ASM196936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/365/GCF_001969365.1_ASM196936v1,x
Salipiger profundus,Bacteria;Proteobacteria;Alphaproteobacteria,JLT2016,SAMN04563574,PRJNA175613,GCA_001969385.1,Complete,5.42426,66.6415,chromosome:NZ_CP014796.1/CP014796.1; plasmid pTPRO1:NZ_CP014797.1/CP014797.1; plasmid pTPRO2:NZ_CP014798.1/CP014798.1; plasmid pTPRO3:NZ_CP014799.1/CP014799.1; plasmid pTPRO4:NZ_CP014800.1/CP014800.1; plasmid pTPRO5:NZ_CP014801.1/CP014801.1; plasmid pTPRO6:NZ_CP014802.1/CP014802.1; plasmid pTPRO7:NZ_CP014803.1/CP014803.1; plasmid pTPRO8:NZ_CP014804.1/CP014804.1,,9,5016,2017-01-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/385/GCA_001969385.1_ASM196938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/385/GCF_001969385.1_ASM196938v1,x
Pelagibaca abyssi,Bacteria;Proteobacteria;Alphaproteobacteria,JLT2014,SAMN04562614,PRJNA315492,GCA_001975705.1,Complete,5.25907,65.6901,chromosome:NZ_CP015093.1/CP015093.1; plasmid pPABY1:NZ_CP015091.1/CP015091.1; plasmid pPABY2:NZ_CP015090.1/CP015090.1; plasmid pPABY3:NZ_CP015092.1/CP015092.1; plasmid pPABY4:NZ_CP015095.1/CP015095.1; plasmid pPABY5:NZ_CP015089.1/CP015089.1; plasmid pPABY6:NZ_CP015094.1/CP015094.1; plasmid pPABY7:NZ_CP015097.1/CP015097.1; plasmid pPABY8:NZ_CP015096.1/CP015096.1,,9,4962,2017-01-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/705/GCA_001975705.1_ASM197570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1,x
Rhizobium flavum,Bacteria;Proteobacteria;Alphaproteobacteria,YW14,SAMEA104296051,PRJEB21840,GCA_902502825.1,Complete,4.74906,61.5097,chromosome 1:NZ_LR723670.1/LR723670.1; plasmid 2:NZ_LR723671.1/LR723671.1; plasmid 3:NZ_LR723672.1/LR723672.1; plasmid 4:NZ_LR723673.1/LR723673.1; plasmid 5:NZ_LR723674.1/LR723674.1,,5,4402,2019-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/502/825/GCA_902502825.1_E03_1.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/502/825/GCF_902502825.1_E03_1.2,x
Neoasaia chiangmaiensis,Bacteria;Proteobacteria;Alphaproteobacteria,NBRC 101099,SAMN04396918,PRJNA311264,GCA_002005465.1,Complete,3.40786,61.5,chromosome:NZ_CP014691.1/CP014691.1,,1,3055,2017-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/465/GCA_002005465.1_ASM200546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/465/GCF_002005465.1_ASM200546v1,x
Komagataeibacter nataicola,Bacteria;Proteobacteria;Alphaproteobacteria,RZS01,SAMN06368327,PRJNA371394,GCA_002009295.1,Complete,3.7603,61.4817,chromosome:NZ_CP019875.1/CP019875.1; plasmid pKNA01:NZ_CP019876.1/CP019876.1; plasmid pKNA02:NZ_CP019877.1/CP019877.1; plasmid pKNA03:NZ_CP019878.1/CP019878.1; plasmid pKNA04:NZ_CP019879.1/CP019879.1; plasmid pKNA05:NZ_CP019880.1/CP019880.1; plasmid pKNA06:NZ_CP019881.1/CP019881.1,,7,3351,2017-03-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/295/GCA_002009295.1_ASM200929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/295/GCF_002009295.1_ASM200929v1,x
Ochrobactrum pituitosum,Bacteria;Proteobacteria;Alphaproteobacteria,AA2,SAMN06130960,PRJNA357031,GCA_002025625.1,Complete,5.46737,53.5989,chromosome 1:NZ_CP018779.1/CP018779.1; chromosome 2:NZ_CP018782.1/CP018782.1; chromosome 3:NZ_CP018780.1/CP018780.1; plasmid pOAAA2:NZ_CP018781.1/CP018781.1,,4,4795,2017-03-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/625/GCA_002025625.1_ASM202562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/625/GCF_002025625.1_ASM202562v1,x
Celeribacter ethanolicus,Bacteria;Proteobacteria;Alphaproteobacteria,TSPH2,SAMN07267288,PRJNA391385,GCA_002407265.1,Complete,4.15744,61.2679,chromosome:NZ_CP022196.1/CP022196.1; plasmid unnamed:NZ_CP022197.1/CP022197.1,,2,4001,2017-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/265/GCA_002407265.1_ASM240726v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/265/GCF_002407265.1_ASM240726v1,x
Parasaccharibacter apium,Bacteria;Proteobacteria;Alphaproteobacteria,G7_7_3c,SAMN06649799,PRJNA301156,GCA_002079945.1,Complete,2.01163,59.4,chromosome:NZ_CP020554.1/CP020554.1,,1,1746,2017-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/945/GCA_002079945.1_ASM207994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/079/945/GCF_002079945.1_ASM207994v1,x
Brevirhabdus pacifica,Bacteria;Proteobacteria;Alphaproteobacteria,DY6-4,SAMN06209184,PRJNA360339,GCA_001981245.1, Chromosome,3.4535,66.4828,chromosome:NZ_CP019124.1/CP019124.1,,19,3183,2017-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/245/GCA_001981245.1_ASM198124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/981/245/GCF_001981245.1_ASM198124v1,x
Sphingomonas indica,Bacteria;Proteobacteria;Alphaproteobacteria,Dd16,SAMN06295910,PRJEB20448,GCA_900177405.1, Chromosome,2.80735,67,chromosome I:NZ_LT840185.1/LT840185.1,,1,2724,2017-04-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/405/GCA_900177405.1_IMG-taxon_2708742536_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/405/GCF_900177405.1_IMG-taxon_2708742536_annotated_assembly,x
Paracoccus contaminans,Bacteria;Proteobacteria;Alphaproteobacteria,RKI 16-01929T,SAMN06289119,PRJNA369557,GCA_002105555.1,Complete,3.03349,68.7279,chromosome:NZ_CP020612.1/CP020612.1; plasmid unnamed:NZ_CP020613.1/CP020613.1,,2,2768,2017-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/555/GCA_002105555.1_ASM210555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1,x
Methylocystis bryophila,Bacteria;Proteobacteria;Alphaproteobacteria,S285,SAMN06368462,PRJNA376255,GCA_002117405.1,Complete,4.70797,63.148,chromosome:NZ_CP019948.1/CP019948.1; plasmid p1:NZ_CP019949.1/CP019949.1,,2,4154,2017-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/405/GCA_002117405.1_ASM211740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/405/GCF_002117405.1_ASM211740v1,x
Ketogulonicigenium robustum,Bacteria;Proteobacteria;Alphaproteobacteria,SPU_B003,SAMN06191729,PRJNA359416,GCA_002117445.1,Complete,2.71383,62.3303,chromosome:NZ_CP019937.1/CP019937.1; plasmid unnamed1:NZ_CP019938.1/CP019938.1; plasmid unnamed2:NZ_CP019939.1/CP019939.1; plasmid unnamed3:NZ_CP019940.1/CP019940.1; plasmid unnamed4:NZ_CP019941.1/CP019941.1; plasmid unnamed5:NZ_CP019942.1/CP019942.1,,6,2550,2017-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/445/GCA_002117445.1_ASM211744v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/445/GCF_002117445.1_ASM211744v1,x
Pseudorhodoplanes sinuspersici,Bacteria;Proteobacteria;Alphaproteobacteria,RIPI110,SAMN06886414,PRJNA385308,GCA_002119765.1,Complete,5.97161,60.3,chromosome:NZ_CP021112.1/CP021112.1,,1,5627,2017-05-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/765/GCA_002119765.1_ASM211976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/765/GCF_002119765.1_ASM211976v1,x
Bradyrhizobium guangdongense,Bacteria;Proteobacteria;Alphaproteobacteria,CCBAU 51649,SAMN02415993,PRJNA229440,GCA_004114975.1,Complete,8.43799,63.2763,chromosome:NZ_CP030051.1/CP030051.1; plasmid unnamed:NZ_CP030052.1/CP030052.1,,2,7646,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/975/GCA_004114975.1_ASM411497v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/975/GCF_004114975.1_ASM411497v1,x
Thioclava nitratireducens,Bacteria;Proteobacteria;Alphaproteobacteria,25B10_4,SAMN05969900,PRJNA352319,GCA_001940525.2,Complete,4.23825,63.7799,chromosome:NZ_CP019437.1/CP019437.1; plasmid unnamed1:NZ_CP019438.1/CP019438.1; plasmid unnamed2:NZ_CP019439.1/CP019439.1,,3,3969,2017-02-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/525/GCA_001940525.2_ASM194052v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2,x
Phaeobacter porticola,Bacteria;Proteobacteria;Alphaproteobacteria,P97,SAMN05300637,PRJNA327072,GCA_001888185.1,Complete,4.20722,58.5508,chromosome:NZ_CP016364.1/CP016364.1; plasmid pP97_a:NZ_CP016365.1/CP016365.1; plasmid pP97_b:NZ_CP016366.1/CP016366.1; plasmid pP97_c:NZ_CP016367.1/CP016367.1; plasmid pP97_d:NZ_CP016368.1/CP016368.1; plasmid pP97_e:NZ_CP016369.1/CP016369.1,,6,3811,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/185/GCA_001888185.1_ASM188818v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1,x
Antarctobacter heliothermus,Bacteria;Proteobacteria;Alphaproteobacteria,SMS3,SAMN07322657,PRJNA380207,GCA_002237555.1,Complete,5.33119,61.5257,chromosome:NZ_CP022540.1/CP022540.1; plasmid pSMS3-1:NZ_CP022541.1/CP022541.1; plasmid pSMS3-2:NZ_CP022542.1/CP022542.1; plasmid pSMS3-3:NZ_CP022543.1/CP022543.1,,4,4827,2017-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/555/GCA_002237555.1_ASM223755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/555/GCF_002237555.1_ASM223755v1,x
Erythrobacter flavus,Bacteria;Proteobacteria;Alphaproteobacteria,VG1,SAMN07372063,PRJNA394988,GCA_002237615.1,Complete,3.18431,63.3,chromosome:NZ_CP022528.1/CP022528.1,,1,3009,2017-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/615/GCA_002237615.1_ASM223761v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/615/GCF_002237615.1_ASM223761v1,x
Rhizobium esperanzae,Bacteria;Proteobacteria;Alphaproteobacteria,N561,SAMN03998640,PRJNA293118,GCA_001664265.1,Complete,6.47865,61.097,chromosome:NZ_CP013500.1/CP013500.1; plasmid pRspN561a:NZ_CP013501.1/CP013501.1; plasmid pRspN561b:NZ_CP013502.1/CP013502.1; plasmid pRspN561c:NZ_CP013503.1/CP013503.1; plasmid pRspN561d:NZ_CP013504.1/CP013504.1,,5,6001,2016-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/265/GCA_001664265.1_ASM166426v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/265/GCF_001664265.1_ASM166426v1,x
Rhizorhabdus dicambivorans,Bacteria;Proteobacteria;Alphaproteobacteria,Ndbn-20,SAMN07626873,PRJNA403958,GCA_002355275.1,Complete,5.5413,65.3161,chromosome:NZ_CP023449.1/CP023449.1; plasmid p1:NZ_CP023450.1/CP023450.1; plasmid p2:NZ_CP023451.1/CP023451.1; plasmid p3:NZ_CP023452.1/CP023452.1; plasmid p4:NZ_CP023453.1/CP023453.1,,5,5046,2017-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/275/GCA_002355275.1_ASM235527v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/275/GCF_002355275.1_ASM235527v1,x
Variibacter gotjawalensis,Bacteria;Proteobacteria;Alphaproteobacteria,GJW-30,SAMD00039968,PRJDB4185,GCA_002355335.1,Complete,4.58624,62.2,chromosome:NZ_AP014946.1/AP014946.1,,1,4399,2015-11-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/335/GCA_002355335.1_ASM235533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/335/GCF_002355335.1_ASM235533v1,x
