#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Haemophilus pittmaniae,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC13334,SAMEA4384241,PRJEB6403,GCA_900186995.1,Complete,2.18135,42.5,chromosome 1:NZ_LT906463.1/LT906463.1,,1,1955,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/995/GCA_900186995.1_50465_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/995/GCF_900186995.1_50465_A02,x
Pantoea agglomerans,Bacteria;Proteobacteria;Gammaproteobacteria,C410P1,SAMN05444153,PRJNA335437,GCA_001709315.1,Complete,5.11524,55.0152,chromosome:NZ_CP016889.1/CP016889.1; plasmid unnamed1:NZ_CP016890.1/CP016890.1; plasmid unnamed2:NZ_CP016891.1/CP016891.1; plasmid unnamed3:NZ_CP016892.1/CP016892.1,,4,4421,2016-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/315/GCA_001709315.1_ASM170931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/315/GCF_001709315.1_ASM170931v1,x
Vibrio nigripulchritudo,Bacteria;Proteobacteria;Gammaproteobacteria,SFn1,SAMEA4532329,PRJEB625,GCA_000801275.1,Complete,6.32216,45.76,chromosome 1:NC_022528.1/FO203526.1; chromosome 2:NC_022543.1/FO203527.1,,2,5531,2013-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/275/GCA_000801275.1_ASM80127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/275/GCF_000801275.2_ASM80127v1,x
Hafnia alvei FB1,Bacteria;Proteobacteria;Gammaproteobacteria,FB1,SAMN02951885,PRJNA236111,GCA_000597785.2,Complete,4.71272,49,chromosome:NZ_CP009706.1/CP009706.1,,1,4142,2014-10-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/785/GCA_000597785.2_ASM59778v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/785/GCF_000597785.2_ASM59778v2,x
Proteus vulgaris,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC13145,SAMEA2580323,PRJEB6403,GCA_901472505.1,Complete,3.92477,38,chromosome 1:NZ_LR590468.1/LR590468.1,,1,2964,2019-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/472/505/GCA_901472505.1_28863_E01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/472/505/GCF_901472505.1_28863_E01,x
Tatumella citrea,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 13699,SAMN04910067,PRJNA319878,GCA_002163585.1,Complete,4.49125,49.6856,chromosome:NZ_CP015579.1/CP015579.1; plasmid unnamed:NZ_CP015580.1/CP015580.1,,2,4013,2017-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/585/GCA_002163585.1_ASM216358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/585/GCF_002163585.1_ASM216358v1,x
Glaciecola nitratireducens FR1064,Bacteria;Proteobacteria;Gammaproteobacteria,FR1064,SAMN02603857,PRJNA73073,GCA_000226565.1,Complete,4.13423,42.3,chromosome:NC_016041.1/CP003060.1,,1,3413,2011-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/565/GCA_000226565.1_ASM22656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/565/GCF_000226565.1_ASM22656v1,x
Morganella morganii subsp. morganii KT,Bacteria;Proteobacteria;Gammaproteobacteria,KT,SAMN02603113,PRJNA78681,GCA_000286435.2,Complete,3.79954,51.1,chromosome:NC_020418.1/CP004345.1,,1,3458,2013-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/435/GCA_000286435.2_ASM28643v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/435/GCF_000286435.2_ASM28643v2,x
Thiomicrospira aerophila AL3,Bacteria;Proteobacteria;Gammaproteobacteria,AL3,SAMN02256538,PRJNA52553,GCA_000227665.3,Complete,2.15836,45.9,chromosome:NZ_CP007030.1/CP007030.1,,1,2021,2014-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/665/GCA_000227665.3_ASM22766v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/665/GCF_000227665.2_ASM22766v3,x
Thiocystis violascens DSM 198,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 198,SAMN02232062,PRJNA60641,GCA_000227745.3,Complete,5.01707,62.6,chromosome:NC_018012.1/CP003154.1,,1,4336,2012-06-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/745/GCA_000227745.3_ASM22774v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/745/GCF_000227745.2_ASM22774v3,x
Dickeya chrysanthemi Ech1591,Bacteria;Proteobacteria;Gammaproteobacteria,Ech1591,SAMN02598480,PRJNA31295,GCA_000023565.1,Complete,4.81385,54.5,chromosome:NC_012912.1/CP001655.1,,1,4111,2009-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/565/GCA_000023565.1_ASM2356v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/565/GCF_000023565.1_ASM2356v1,x
Legionella hackeliae,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC35250,SAMEA2785664,PRJEB7321,GCA_000953655.1,Complete,3.57086,38.9454,chromosome I:NZ_LN681225.1/LN681225.1; plasmid II:NZ_LN681226.1/LN681226.1,,2,3051,2014-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/655/GCF_000953655.1_LHA,x
Vibrio campbellii ATCC BAA-1116,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC BAA-1116_BB120,SAMN02603960,PRJNA19857,GCA_000017705.1,Complete,6.05838,45.4023,chromosome I:NC_009783.1/CP000789.1; chromosome II:NC_009784.1/CP000790.1; plasmid pVIBHAR:NC_009777.1/CP000791.1,,3,5053,2007-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/705/GCA_000017705.1_ASM1770v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/705/GCF_000017705.1_ASM1770v1,x
Thermochromatium tepidum ATCC 43061,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 43061,SAMN11388997,PRJNA531910,GCA_009664085.1,Complete,2.95829,63.4,chromosome:NZ_CP039268.1/CP039268.1,,1,2553,2019-11-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/085/GCA_009664085.1_ASM966408v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/085/GCF_009664085.1_ASM966408v1,x
Shimwellia blattae DSM 4481 = NBRC 105725,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 4481,SAMN02603253,PRJNA36307,GCA_000262305.1,Complete,4.15872,56.5,chromosome:NC_017910.1/CP001560.1,,1,3754,2012-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/305/GCA_000262305.1_ASM26230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/305/GCF_000262305.1_ASM26230v1,x
Pseudomonas agarici,Bacteria;Proteobacteria;Gammaproteobacteria,NCPPB 2472,SAMN04420121,PRJNA309076,GCA_001543125.1, Chromosome,5.502,59,chromosome:NZ_CP014135.1/CP014135.1,,1,4706,2016-02-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/125/GCA_001543125.1_ASM154312v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/125/GCF_001543125.1_ASM154312v1,x
Actinobacillus suis ATCC 33415,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 33415,SAMN01918029,PRJNA46463,GCA_000739435.1,Complete,2.5016,40.2,chromosome:NZ_CP009159.1/CP009159.1,,1,2232,2014-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/435/GCA_000739435.1_ASM73943v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/435/GCF_000739435.1_ASM73943v1,x
Arsenophonus nasoniae,Bacteria;Proteobacteria;Gammaproteobacteria,FIN,SAMN11265189,PRJNA529362,GCA_004768525.1,Complete,4.98711,38.7659,chromosome:NZ_CP038613.1/CP038613.1; plasmid pArsFIN10:NZ_CP038622.1/CP038622.1; plasmid pArsFIN11:NZ_CP038623.1/CP038623.1; plasmid pArsFIN12:NZ_CP038624.1/CP038624.1; plasmid pArsFIN13:NZ_CP038625.1/CP038625.1; plasmid pArsFIN14:NZ_CP038626.1/CP038626.1; plasmid pArsFIN15:NZ_CP038627.1/CP038627.1; plasmid pArsFIN16:NZ_CP038628.1/CP038628.1; plasmid pArsFIN17:NZ_CP038629.1/CP038629.1; plasmid pArsFIN18:NZ_CP038630.1/CP038630.1; plasmid pArsFIN2:NZ_CP038614.1/CP038614.1; plasmid pArsFIN3:NZ_CP038615.1/CP038615.1; plasmid pArsFIN4:NZ_CP038616.1/CP038616.1; plasmid pArsFIN5:NZ_CP038617.1/CP038617.1; plasmid pArsFIN6:NZ_CP038618.1/CP038618.1; plasmid pArsFIN7:NZ_CP038619.1/CP038619.1; plasmid pArsFIN8:NZ_CP038620.1/CP038620.1; plasmid pArsFIN9:NZ_CP038621.1/CP038621.1,,18,4649,2019-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/768/525/GCA_004768525.1_ASM476852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/525/GCF_004768525.1_ASM476852v1,x
Pseudomonas viridiflava,Bacteria;Proteobacteria;Gammaproteobacteria,CFBP 1590,SAMEA104090973,PRJEB20965,GCA_900184295.1,Complete,6.09351,59.2,chromosome I:NZ_LT855380.1/LT855380.1,,1,5283,2017-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/295/GCA_900184295.1_Chr_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/295/GCF_900184295.1_Chr_1,x
Moraxella bovoculi,Bacteria;Proteobacteria;Gammaproteobacteria,58069,SAMN03577769,PRJNA282717,GCA_000988605.1,Complete,2.24362,45.3722,chromosome:NZ_CP011374.1/CP011374.1; plasmid unnamed:NZ_CP011375.1/CP011375.1,,2,2014,2015-05-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/605/GCA_000988605.1_ASM98860v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/605/GCF_000988605.1_ASM98860v1,x
Xanthomonas hortorum,Bacteria;Proteobacteria;Gammaproteobacteria,B07-007,SAMN03481245,PRJNA280982,GCA_002285515.1,Complete,5.2509,63.6409,chromosome:NZ_CP016878.1/CP016878.1; plasmid pB07007:NZ_CP016879.1/CP016879.1,,2,4241,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/515/GCA_002285515.1_ASM228551v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/515/GCF_002285515.1_ASM228551v1,x
Leclercia adecarboxylata,Bacteria;Proteobacteria;Gammaproteobacteria,USDA-ARS-USMARC-60222,SAMN04158503,PRJNA281531,GCA_001518835.1,Complete,4.80392,55.8,chromosome:NZ_CP013990.1/CP013990.1,,1,4341,2016-01-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/835/GCF_001518835.1_ASM151883v1,x
Alcanivorax dieselolei B5,Bacteria;Proteobacteria;Gammaproteobacteria,B5,SAMN02603961,PRJNA60443,GCA_000300005.1,Complete,4.92822,61.6,chromosome:NC_018691.1/CP003466.1,,1,4361,2012-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/005/GCA_000300005.1_ASM30000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/005/GCF_000300005.1_ASM30000v1,x
Thioflavicoccus mobilis 8321,Bacteria;Proteobacteria;Gammaproteobacteria,8321,SAMN02232063,PRJNA60883,GCA_000327045.1,Complete,4.13752,65.5486,chromosome:NC_019940.1/CP003051.1; plasmid pTHIMO01:NC_019941.1/CP003052.1,,2,3553,2012-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/045/GCA_000327045.1_ASM32704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/045/GCF_000327045.1_ASM32704v1,x
Tatumella ptyseos,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11468,SAMEA2689782,PRJEB6403,GCA_900478715.1,Complete,3.58823,51.6,chromosome 1:NZ_LS483499.1/LS483499.1,,1,2686,2018-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/715/GCA_900478715.1_31885_B02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/715/GCF_900478715.1_31885_B02,x
Raoultella planticola,Bacteria;Proteobacteria;Gammaproteobacteria,GODA,SAMN06344198,PRJNA375797,GCA_002906195.1,Complete,5.73907,55.416,chromosome:NZ_CP019899.1/CP019899.1; plasmid unnamed1:NZ_CP019900.1/CP019900.1; plasmid unnamed2:NZ_CP019901.1/CP019901.1; plasmid unnamed3:NZ_CP019902.1/CP019902.1,,4,4720,2018-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/195/GCA_002906195.1_ASM290619v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/195/GCF_002906195.1_ASM290619v1,x
Endozoicomonas montiporae CL-33,Bacteria;Proteobacteria;Gammaproteobacteria,CL-33,SAMN04155633,PRJNA66389,GCA_001583435.1, Chromosome,5.43026,48.5,chromosome:NZ_CP013251.1/CP013251.1,,1,4647,2016-03-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/583/435/GCA_001583435.1_ASM158343v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/435/GCF_001583435.1_ASM158343v1,x
Pseudomonas synxantha,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC10696,SAMEA4537265,PRJEB6403,GCA_901482615.1,Complete,6.84178,59.6,chromosome 1:NZ_LR590482.1/LR590482.1,,1,6055,2019-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/482/615/GCA_901482615.1_45076_A01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/482/615/GCF_901482615.1_45076_A01,x
Pseudoxanthomonas spadix BD-a59,Bacteria;Proteobacteria;Gammaproteobacteria,BD-a59,SAMN02603133,PRJNA67981,GCA_000233915.4,Complete,3.45255,67.7,chromosome:NC_016147.2/CP003093.2,,1,3048,2011-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/915/GCA_000233915.4_ASM23391v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/915/GCF_000233915.3_ASM23391v4,x
Francisella persica ATCC VR-331,Bacteria;Proteobacteria;Gammaproteobacteria,FSC845,SAMN03777003,PRJNA287166,GCA_001275365.1,Complete,1.51668,31.4,chromosome:NZ_CP012505.1/CP012505.1,,1,1080,2015-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/365/GCA_001275365.1_ASM127536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/365/GCF_001275365.1_ASM127536v1,x
Francisella noatunensis subsp. orientalis LADL--07-285A,Bacteria;Proteobacteria;Gammaproteobacteria,LADL--07-285A,SAMN02641525,PRJNA210898,GCA_000505725.1,Complete,1.85899,32.3,chromosome:NC_023029.1/CP006875.1,,1,1430,2013-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/725/GCA_000505725.1_ASM50572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/505/725/GCF_000505725.1_ASM50572v1,x
Francisella hispaniensis FSC454,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 58020,SAMN00993432,PRJNA73391,GCA_001885235.1,Complete,1.93864,32.1479,chromosome:NZ_CP018093.1/CP018093.1; plasmid pFSC454:NZ_CP018094.1/CP018094.1,,2,1726,2016-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/235/GCA_001885235.1_ASM188523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/235/GCF_001885235.1_ASM188523v1,x
Piscirickettsia salmonis LF-89 = ATCC VR-1361,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC VR-1361,SAMN02469424,PRJNA173790,GCA_000300295.4,Complete,3.50751,39.6194,chromosome:NZ_CP011849.2/CP011849.2; plasmid pPSLF89-1:NZ_CP011850.1/CP011850.1; plasmid pPSLF89-2:NZ_CP011851.1/CP011851.1; plasmid pPSLF89-3:NZ_CP011852.1/CP011852.1; plasmid pPSLF89-4:NZ_CP013669.1/CP013669.1,,5,3187,2015-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/295/GCA_000300295.4_ASM30029v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/295/GCF_000300295.4_ASM30029v4,x
Methylomicrobium alcaliphilum 20Z,Bacteria;Proteobacteria;Gammaproteobacteria,20Z,SAMEA3283107,PRJEA73721,GCA_000968535.1,Complete,4.79671,48.7,chromosome:NC_016112.1/FO082060.1; plasmid MEALZ_p:NC_016108.1/FO082061.1,,2,3881,2011-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/535/GCA_000968535.1_ASM96853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/535/GCF_000968535.2_ASM96853v1,x
Xanthomonas vasicola,Bacteria;Proteobacteria;Gammaproteobacteria,NCPPB 1060,SAMN03140122,PRJNA264730,GCA_000772715.2,Complete,5.06393,63.2674,chromosome:NZ_CP034649.1/CP034649.1; plasmid pXVH14:NZ_CP034652.1/CP034652.1; plasmid pXVH29:NZ_CP034650.1/CP034650.1; plasmid pXVH45:NZ_CP034651.1/CP034651.1,,4,4076,2018-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/715/GCA_000772715.2_ASM77271v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/715/GCF_000772715.2_ASM77271v2,x
Fluoribacter dumoffii NY 23,Bacteria;Proteobacteria;Gammaproteobacteria,NY 23,SAMN02469353,PRJNA74015,GCA_000236165.1, Chromosome,3.90967,39.635,chromosome:NZ_CM001373.1/CM001373.1; plasmid pLDNY1:NZ_CM001374.1/CM001374.1; plasmid pLDNY2:NZ_CM001375.1/CM001375.1,AGVU01,3,3367,2011-11-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/165/GCA_000236165.1_ASM23616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/165/GCF_000236165.1_ASM23616v1,x
Xanthomonas arboricola,Bacteria;Proteobacteria;Gammaproteobacteria,17,SAMN03470070,PRJNA280784,GCA_000972745.1,Complete,5.25486,65.4,chromosome:NZ_CP011256.1/CP011256.1,,1,4330,2015-04-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/745/GCA_000972745.1_ASM97274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/745/GCF_000972745.1_ASM97274v1,x
Pseudomonas psychrotolerans,Bacteria;Proteobacteria;Gammaproteobacteria,CS51,SAMN07178305,PRJNA388507,GCA_006384975.1,Complete,5.36417,64.7,chromosome:NZ_CP021645.1/CP021645.1,,1,4718,2019-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/384/975/GCA_006384975.1_ASM638497v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/384/975/GCF_006384975.1_ASM638497v1,x
Simiduia agarivorans SA1_DSM 21679,Bacteria;Proteobacteria;Gammaproteobacteria,SA1_DSM 21679,SAMN02603035,PRJNA74637,GCA_000305785.2,Complete,4.30023,55.8,chromosome:NC_018868.3/CP003746.2,,1,3743,2012-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/785/GCA_000305785.2_ASM30578v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/785/GCF_000305785.2_ASM30578v2,x
Pseudoalteromonas arctica A 37-1-2,Bacteria;Proteobacteria;Gammaproteobacteria,A 37-1-2,SAMN02470925,PRJNA77673,GCA_000238395.4,Complete,4.72197,39.186,chromosome I:NZ_CP011025.1/CP011025.1; chromosome II:NZ_CP011026.1/CP011026.1; plasmid unnamed:NZ_CP011027.1/CP011027.1,,3,4040,2017-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/395/GCA_000238395.4_ASM23839v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/395/GCF_000238395.3_ASM23839v4,x
Pseudoalteromonas marina,Bacteria;Proteobacteria;Gammaproteobacteria,ECSMB14103,SAMN07666111,PRJNA407902,GCA_002407085.1,Complete,3.44108,39.9,chromosome:NZ_CP023558.1/CP023558.1,,1,3026,2017-10-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/085/GCA_002407085.1_ASM240708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/085/GCF_002407085.1_ASM240708v1,x
Pseudoalteromonas piscicida,Bacteria;Proteobacteria;Gammaproteobacteria,DE2-B,SAMN06333962,PRJNA374735,GCA_002208135.1,Complete,5.31705,43.4435,chromosome 1:NZ_CP021646.1/CP021646.1; chromosome 2:NZ_CP021647.1/CP021647.1,,2,4247,2017-06-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/135/GCA_002208135.1_ASM220813v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/135/GCF_002208135.1_ASM220813v1,x
Pseudoalteromonas rubra,Bacteria;Proteobacteria;Gammaproteobacteria,SCSIO 6842,SAMN04320552,PRJNA305221,GCA_001482385.1,Complete,5.91378,47.6619,chromosome 1:NZ_CP013611.1/CP013611.1; chromosome 2:NZ_CP013612.1/CP013612.1; plasmid pMBL6842:NZ_CP013613.1/CP013613.1,,3,4727,2015-12-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/385/GCA_001482385.1_ASM148238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/385/GCF_001482385.1_ASM148238v1,x
Pseudoalteromonas spongiae UST010723-006,Bacteria;Proteobacteria;Gammaproteobacteria,UST010723-006,SAMN02470926,PRJNA77687,GCA_000238255.4,Complete,4.75241,40.8318,chromosome I:NZ_CP011039.1/CP011039.1; chromosome II:NZ_CP011040.1/CP011040.1,,2,4169,2017-09-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/255/GCA_000238255.4_ASM23825v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/255/GCF_000238255.3_ASM23825v4,x
Pseudomonas extremaustralis,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 17835,SAMN05216591,PRJEB15798,GCA_900102035.1, Chromosome,6.67443,60.6,chromosome I:NZ_LT629689.1/LT629689.1,,1,5961,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/035/GCA_900102035.1_IMG-taxon_2667527225_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/035/GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly,x
Citrobacter werkmanii,Bacteria;Proteobacteria;Gammaproteobacteria,BF-6,SAMN06444903,PRJNA376618,GCA_002025225.1,Complete,5.14234,51.8429,chromosome:NZ_CP019986.1/CP019986.1; plasmid unnamed:NZ_CP019987.1/CP019987.1,,2,4775,2017-03-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/225/GCA_002025225.1_ASM202522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/225/GCF_002025225.1_ASM202522v1,x
Citrobacter farmeri,Bacteria;Proteobacteria;Gammaproteobacteria,AUSMDU00008141,SAMN07452765,PRJNA397262,GCA_002249995.1,Complete,5.71563,53.0908,chromosome:NZ_CP022695.1/CP022695.1; plasmid pAUSMDU8141-1:NZ_CP022696.1/CP022696.1; plasmid pAUSMDU8141-2:NZ_CP022697.1/CP022697.1; plasmid pAUSMDU8141-3:NZ_CP022698.1/CP022698.1,,4,5363,2017-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/995/GCA_002249995.1_ASM224999v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/995/GCF_002249995.1_ASM224999v1,x
Pseudomonas monteilii,Bacteria;Proteobacteria;Gammaproteobacteria,B5,SAMN07411806,PRJNA395632,GCA_003671975.1,Complete,6.07913,61.6905,chromosome:NZ_CP022562.1/CP022562.1; plasmid pSH5-1:NZ_CP022563.1/CP022563.1,,2,5422,2018-10-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/975/GCA_003671975.1_ASM367197v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/671/975/GCF_003671975.1_ASM367197v1,x
Pseudomonas oleovorans,Bacteria;Proteobacteria;Gammaproteobacteria,T9AD,SAMEA5090619,PRJEB29522,GCA_900626055.1,Complete,5.62675,64.4987,chromosome POT9AD:NZ_LR130779.1/LR130779.1; plasmid POT9AD_p:NZ_LR130780.1/LR130780.1,,2,5103,2019-08-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/626/055/GCA_900626055.1_Pseudomonas_oleovorans_T9AD,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/626/055/GCF_900626055.1_Pseudomonas_oleovorans_T9AD,x
Pseudoalteromonas luteoviolacea,Bacteria;Proteobacteria;Gammaproteobacteria,S4054249,SAMN04508262,PRJNA312897,GCA_001750165.1,Complete,6.22398,41.6877,chromosome 1:NZ_CP015411.1/CP015411.1; chromosome 2:NZ_CP015412.1/CP015412.1,,2,4949,2016-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/165/GCA_001750165.1_ASM175016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/165/GCF_001750165.1_ASM175016v1,x
